,order_timestamp_hour,day_of_week,month,hour,S_count,M_count,L_count,XL_count,XXL_count,Classic,Chicken,Supreme,Veggie,total_quantity,total_sales,lag_total_quantity_1,lag_total_quantity_3,lag_total_quantity_5,lag_total_sales_1,lag_total_sales_3,lag_total_sales_5,lag_S_count_1,lag_S_count_3,lag_S_count_5,lag_M_count_1,lag_M_count_3,lag_M_count_5,lag_L_count_1,lag_L_count_3,lag_L_count_5,lag_XL_count_1,lag_XL_count_3,lag_XL_count_5,lag_XXL_count_1,lag_XXL_count_3,lag_XXL_count_5,lag_Classic_1,lag_Classic_3,lag_Classic_5,lag_Chicken_1,lag_Chicken_3,lag_Chicken_5,lag_Supreme_1,lag_Supreme_3,lag_Supreme_5,lag_Veggie_1,lag_Veggie_3,lag_Veggie_5
26,2015-01-18 15:00:00,1,1,15,2,4,3,0,0,2,3,3,1,9,145.00,19,16,3,296.15,272.75,49.75,8,3,1,5,6,1,5,7,1,1,0,0,0,0,0,5,4,0,4,3,1,5,4,2,5,5,0
27,2015-01-18 16:00:00,1,1,16,4,5,4,0,0,4,4,2,3,13,202.00,9,10,4,145.00,163.25,74.50,2,3,0,4,2,1,3,5,3,0,0,0,0,0,0,2,5,2,3,2,2,3,3,0,1,0,0
28,2015-01-18 17:00:00,1,1,17,5,5,3,0,0,2,3,6,2,13,205.50,13,19,16,202.00,296.15,272.75,4,8,3,5,5,6,4,5,7,0,1,0,0,0,0,4,5,4,4,4,3,2,5,4,3,5,5
29,2015-01-18 18:00:00,1,1,18,7,8,8,0,0,7,5,5,6,23,365.00,13,9,10,205.50,145.00,163.25,5,2,3,5,4,2,3,3,5,0,0,0,0,0,0,2,2,5,3,3,2,6,3,3,2,1,0
30,2015-01-18 19:00:00,1,1,19,0,1,3,0,0,1,0,1,2,4,73.00,23,13,19,365.00,202.00,296.15,7,4,8,8,5,5,8,4,5,0,0,1,0,0,0,7,4,5,5,4,4,5,2,5,6,3,5
31,2015-01-18 20:00:00,1,1,20,2,1,3,0,0,2,2,0,2,6,95.20,4,13,9,73.00,205.50,145.00,0,5,2,1,5,4,3,3,3,0,0,0,0,0,0,1,2,2,0,3,3,1,6,3,2,2,1
32,2015-01-18 21:00:00,1,1,21,1,2,2,0,0,0,0,3,2,5,84.50,6,23,13,95.20,365.00,202.00,2,7,4,1,8,5,3,8,4,0,0,0,0,0,0,2,7,4,2,5,4,0,5,2,2,6,3
33,2015-01-25 12:00:00,1,1,12,3,2,1,0,0,2,2,2,0,6,88.75,5,4,13,84.50,73.00,205.50,1,0,5,2,1,5,2,3,3,0,0,0,0,0,0,0,1,2,0,0,3,3,1,6,2,2,2
34,2015-01-25 13:00:00,1,1,13,7,6,4,0,0,6,5,4,2,17,272.40,6,6,23,88.75,95.20,365.00,3,2,7,2,1,8,1,3,8,0,0,0,0,0,0,2,2,7,2,2,5,2,0,5,0,2,6
35,2015-01-25 14:00:00,1,1,14,7,2,7,0,0,4,3,2,7,16,254.70,17,5,4,272.40,84.50,73.00,7,1,0,6,2,1,4,2,3,0,0,0,0,0,0,6,0,1,5,0,0,4,3,1,2,2,2
36,2015-01-25 15:00:00,1,1,15,2,2,2,0,0,0,2,4,0,6,99.25,16,6,6,254.70,88.75,95.20,7,3,2,2,2,1,7,1,3,0,0,0,0,0,0,4,2,2,3,2,2,2,2,0,7,0,2
37,2015-01-25 16:00:00,1,1,16,5,6,3,0,0,3,1,5,5,14,214.20,6,17,5,99.25,272.40,84.50,2,7,1,2,6,2,2,4,2,0,0,0,0,0,0,0,6,0,2,5,0,4,4,3,0,2,2
38,2015-01-25 17:00:00,1,1,17,4,2,4,0,0,3,2,3,2,10,167.35,14,16,6,214.20,254.70,88.75,5,7,3,6,2,2,3,7,1,0,0,0,0,0,0,3,4,2,1,3,2,5,2,2,5,7,0
39,2015-01-25 18:00:00,1,1,18,3,4,2,0,0,2,5,0,2,9,143.75,10,6,17,167.35,99.25,272.40,4,2,7,2,2,6,4,2,4,0,0,0,0,0,0,3,0,6,2,2,5,3,4,4,2,0,2
40,2015-01-25 19:00:00,1,1,19,3,2,1,0,0,1,0,2,3,6,100.15,9,14,16,143.75,214.20,254.70,3,5,7,4,6,2,2,3,7,0,0,0,0,0,0,2,3,4,5,1,3,0,5,2,2,5,7
41,2015-01-25 20:00:00,1,1,20,4,3,3,0,0,6,1,0,3,10,147.75,6,10,6,100.15,167.35,99.25,3,4,2,2,2,2,1,4,2,0,0,0,0,0,0,1,3,0,0,2,2,2,3,4,3,2,0
42,2015-01-25 21:00:00,1,1,21,3,2,3,0,0,2,0,2,4,8,129.25,10,9,14,147.75,143.75,214.20,4,3,5,3,4,6,3,2,3,0,0,0,0,0,0,6,2,3,1,5,1,0,0,5,3,2,5
43,2015-02-01 11:00:00,1,2,11,9,7,8,0,0,10,2,6,6,24,376.40,8,6,10,129.25,100.15,167.35,3,3,4,2,2,2,3,1,4,0,0,0,0,0,0,2,1,3,0,0,2,2,2,3,4,3,2
44,2015-02-01 12:00:00,1,2,12,4,5,1,0,0,2,2,5,1,10,151.50,24,10,9,376.40,147.75,143.75,9,4,3,7,3,4,8,3,2,0,0,0,0,0,0,10,6,2,2,1,5,6,0,0,6,3,2
45,2015-02-01 13:00:00,1,2,13,2,0,5,0,0,1,1,3,2,7,139.15,10,8,6,151.50,129.25,100.15,4,3,3,5,2,2,1,3,1,0,0,0,0,0,0,2,2,1,2,0,0,5,2,2,1,4,3
46,2015-02-01 14:00:00,1,2,14,4,7,7,0,0,3,3,9,3,18,315.40,7,24,10,139.15,376.40,147.75,2,9,4,0,7,3,5,8,3,0,0,0,0,0,0,1,10,6,1,2,1,3,6,0,2,6,3
47,2015-02-01 15:00:00,1,2,15,2,2,10,0,0,2,4,5,3,14,256.95,18,10,8,315.40,151.50,129.25,4,4,3,7,5,2,7,1,3,0,0,0,0,0,0,3,2,2,3,2,0,9,5,2,3,1,4
48,2015-02-01 16:00:00,1,2,16,10,11,8,0,0,14,6,2,7,29,453.25,14,7,24,256.95,139.15,376.40,2,2,9,2,0,7,10,5,8,0,0,0,0,0,0,2,1,10,4,1,2,5,3,6,3,2,6
49,2015-02-01 17:00:00,1,2,17,7,6,18,1,0,9,12,8,3,32,564.65,29,18,10,453.25,315.40,151.50,10,4,4,11,7,5,8,7,1,0,0,0,0,0,0,14,3,2,6,3,2,2,9,5,7,3,1
50,2015-02-01 18:00:00,1,2,18,4,6,3,0,0,4,4,2,3,13,203.50,32,14,7,564.65,256.95,139.15,7,2,2,6,2,0,18,10,5,1,0,0,0,0,0,9,2,1,12,4,1,8,5,3,3,3,2
51,2015-02-01 19:00:00,1,2,19,4,6,4,0,0,5,5,3,1,14,234.15,13,29,18,203.50,453.25,315.40,4,10,4,6,11,7,3,8,7,0,0,0,0,0,0,4,14,3,4,6,3,2,2,9,3,7,3
52,2015-02-01 20:00:00,1,2,20,5,7,2,1,0,3,4,4,4,15,241.25,14,32,14,234.15,564.65,256.95,4,7,2,6,6,2,4,18,10,0,1,0,0,0,0,5,9,2,5,12,4,3,8,5,1,3,3
53,2015-02-01 21:00:00,1,2,21,2,0,4,0,0,1,2,2,1,6,104.75,15,13,29,241.25,203.50,453.25,5,4,10,7,6,11,2,3,8,1,0,0,0,0,0,3,4,14,4,4,6,4,2,2,4,3,7
54,2015-02-01 22:00:00,1,2,22,2,4,3,0,0,4,4,1,0,9,148.25,6,14,32,104.75,234.15,564.65,2,4,7,0,6,6,4,4,18,0,0,1,0,0,0,1,5,9,2,5,12,2,3,8,1,1,3
55,2015-02-08 11:00:00,1,2,11,0,0,2,0,0,1,0,0,1,2,39.00,9,15,13,148.25,241.25,203.50,2,5,4,4,7,6,3,2,3,0,1,0,0,0,0,4,3,4,4,4,4,1,4,2,0,4,3
56,2015-02-08 12:00:00,1,2,12,3,1,5,0,0,5,1,1,2,9,146.00,2,6,14,39.00,104.75,234.15,0,2,4,0,0,6,2,4,4,0,0,0,0,0,0,1,1,5,0,2,5,0,2,3,1,1,1
57,2015-02-08 13:00:00,1,2,13,3,5,7,0,0,1,5,4,5,15,256.95,9,9,15,146.00,148.25,241.25,3,2,5,1,4,7,5,3,2,0,0,1,0,0,0,5,4,3,1,4,4,1,1,4,2,0,4
58,2015-02-08 14:00:00,1,2,14,8,3,6,0,0,6,3,6,2,17,267.65,15,2,6,256.95,39.00,104.75,3,0,2,5,0,0,7,2,4,0,0,0,0,0,0,1,1,1,5,0,2,4,0,2,5,1,1
59,2015-02-08 15:00:00,1,2,15,2,2,5,0,0,3,2,4,0,9,157.25,17,9,9,267.65,146.00,148.25,8,3,2,3,1,4,6,5,3,0,0,0,0,0,0,6,5,4,3,1,4,6,1,1,2,2,0
60,2015-02-08 16:00:00,1,2,16,3,1,5,0,0,3,3,2,1,9,152.75,9,15,2,157.25,256.95,39.00,2,3,0,2,5,0,5,7,2,0,0,0,0,0,0,3,1,1,2,5,0,4,4,0,0,5,1
61,2015-02-08 17:00:00,1,2,17,4,3,4,0,0,4,2,3,2,11,175.50,9,17,9,152.75,267.65,146.00,3,8,3,1,3,1,5,6,5,0,0,0,0,0,0,3,6,5,3,3,1,2,6,1,1,2,2
62,2015-02-08 18:00:00,1,2,18,12,2,5,0,0,8,3,3,5,19,277.25,11,9,15,175.50,157.25,256.95,4,2,3,3,2,5,4,5,7,0,0,0,0,0,0,4,3,1,2,2,5,3,4,4,2,0,5
63,2015-02-08 19:00:00,1,2,19,0,2,4,0,0,0,3,2,1,6,116.50,19,9,17,277.25,152.75,267.65,12,3,8,2,1,3,5,5,6,0,0,0,0,0,0,8,3,6,3,3,3,3,2,6,5,1,2
64,2015-02-08 20:00:00,1,2,20,3,5,7,0,0,4,4,5,2,15,265.15,6,11,9,116.50,175.50,157.25,0,4,2,2,3,2,4,4,5,0,0,0,0,0,0,0,4,3,3,2,2,2,3,4,1,2,0
65,2015-02-08 21:00:00,1,2,21,2,3,0,0,0,1,0,4,0,5,71.00,15,19,9,265.15,277.25,152.75,3,12,3,5,2,1,7,5,5,0,0,0,0,0,0,4,8,3,4,3,3,5,3,2,2,5,1
66,2015-02-08 22:00:00,1,2,22,3,2,2,0,0,1,2,2,2,7,110.00,5,6,11,71.00,116.50,175.50,2,0,4,3,2,3,0,4,4,0,0,0,0,0,0,1,0,4,0,3,2,4,2,3,0,1,2
67,2015-02-15 11:00:00,1,2,11,3,9,8,0,0,7,4,7,2,20,339.25,7,15,19,110.00,265.15,277.25,3,3,12,2,5,2,2,7,5,0,0,0,0,0,0,1,4,8,2,4,3,2,5,3,2,2,5
68,2015-02-15 12:00:00,1,2,12,0,2,0,0,0,0,1,1,0,2,33.00,20,5,6,339.25,71.00,116.50,3,2,0,9,3,2,8,0,4,0,0,0,0,0,0,7,1,0,4,0,3,7,4,2,2,0,1
69,2015-02-15 13:00:00,1,2,13,0,2,1,0,0,0,2,1,0,3,53.75,2,7,15,33.00,110.00,265.15,0,3,3,2,2,5,0,2,7,0,0,0,0,0,0,0,1,4,1,2,4,1,2,5,0,2,2
70,2015-02-15 14:00:00,1,2,14,3,3,5,0,0,3,2,3,3,11,184.95,3,20,5,53.75,339.25,71.00,0,3,2,2,9,3,1,8,0,0,0,0,0,0,0,0,7,1,2,4,0,1,7,4,0,2,0
71,2015-02-15 15:00:00,1,2,15,1,3,2,0,0,1,3,0,2,6,102.50,11,2,7,184.95,33.00,110.00,3,0,3,3,2,2,5,0,2,0,0,0,0,0,0,3,0,1,2,1,2,3,1,2,3,0,2
72,2015-02-15 16:00:00,1,2,16,3,5,0,0,0,3,3,1,1,8,113.25,6,3,20,102.50,53.75,339.25,1,0,3,3,2,9,2,1,8,0,0,0,0,0,0,1,0,7,3,2,4,0,1,7,2,0,2
73,2015-02-15 17:00:00,1,2,17,12,7,15,0,0,10,11,5,8,34,561.10,8,11,2,113.25,184.95,33.00,3,3,0,5,3,2,0,5,0,0,0,0,0,0,0,3,3,0,3,2,1,1,3,1,1,3,0
74,2015-02-15 18:00:00,1,2,18,1,4,6,0,0,2,4,1,4,11,194.50,34,6,3,561.10,102.50,53.75,12,1,0,7,3,2,15,2,1,0,0,0,0,0,0,10,1,0,11,3,2,5,0,1,8,2,0
75,2015-02-15 19:00:00,1,2,19,4,1,5,0,0,2,1,4,3,10,161.70,11,8,11,194.50,113.25,184.95,1,3,3,4,5,3,6,0,5,0,0,0,0,0,0,2,3,3,4,3,2,1,1,3,4,1,3
76,2015-02-15 20:00:00,1,2,20,2,1,3,0,0,1,1,3,1,6,102.50,10,34,6,161.70,561.10,102.50,4,12,1,1,7,3,5,15,2,0,0,0,0,0,0,2,10,1,1,11,3,4,5,0,3,8,2
77,2015-02-15 21:00:00,1,2,21,3,7,6,1,0,5,3,1,8,17,294.75,6,11,8,102.50,194.50,113.25,2,1,3,1,4,5,3,6,0,0,0,0,0,0,0,1,2,3,1,4,3,3,1,1,1,4,1
78,2015-02-22 11:00:00,1,2,11,1,1,0,0,0,2,0,0,0,2,28.00,17,10,34,294.75,161.70,561.10,3,4,12,7,1,7,6,5,15,1,0,0,0,0,0,5,2,10,3,1,11,1,4,5,8,3,8
79,2015-02-22 12:00:00,1,2,12,2,5,6,0,0,3,4,5,1,13,221.50,2,6,11,28.00,102.50,194.50,1,2,1,1,1,4,0,3,6,0,0,0,0,0,0,2,1,2,0,1,4,0,3,1,0,1,4
80,2015-02-22 13:00:00,1,2,13,3,3,4,0,0,4,5,1,0,10,165.00,13,17,10,221.50,294.75,161.70,2,3,4,5,7,1,6,6,5,0,1,0,0,0,0,3,5,2,4,3,1,5,1,4,1,8,3
81,2015-02-22 14:00:00,1,2,14,2,1,1,1,0,2,1,0,2,5,87.25,10,2,6,165.00,28.00,102.50,3,1,2,3,1,1,4,0,3,0,0,0,0,0,0,4,2,1,5,0,1,1,0,3,0,0,1
82,2015-02-22 15:00:00,1,2,15,6,5,7,0,0,6,2,7,3,18,287.20,5,13,17,87.25,221.50,294.75,2,2,3,1,5,7,1,6,6,1,0,1,0,0,0,2,3,5,1,4,3,0,5,1,2,1,8
83,2015-02-22 16:00:00,1,2,16,4,2,5,1,0,3,0,4,5,12,204.00,18,10,2,287.20,165.00,28.00,6,3,1,5,3,1,7,4,0,0,0,0,0,0,0,6,4,2,2,5,0,7,1,0,3,0,0
84,2015-02-22 17:00:00,1,2,17,1,1,1,0,0,2,0,0,1,3,47.25,12,5,13,204.00,87.25,221.50,4,2,2,2,1,5,5,1,6,1,1,0,0,0,0,3,2,3,0,1,4,4,0,5,5,2,1
85,2015-02-22 18:00:00,1,2,18,0,2,1,0,0,0,3,0,0,3,54.25,3,18,10,47.25,287.20,165.00,1,6,3,1,5,3,1,7,4,0,0,0,0,0,0,2,6,4,0,2,5,0,7,1,1,3,0
86,2015-02-22 19:00:00,1,2,19,5,3,3,0,0,3,2,4,2,11,167.00,3,12,5,54.25,204.00,87.25,0,4,2,2,2,1,1,5,1,0,1,1,0,0,0,0,3,2,3,0,1,0,4,0,0,5,2
87,2015-02-22 20:00:00,1,2,20,2,1,2,0,0,2,1,0,2,5,77.25,11,3,18,167.00,47.25,287.20,5,1,6,3,1,5,3,1,7,0,0,0,0,0,0,3,2,6,2,0,2,4,0,7,2,1,3
88,2015-02-22 21:00:00,1,2,21,5,3,4,0,0,4,4,2,2,12,191.50,5,3,12,77.25,54.25,204.00,2,0,4,1,2,2,2,1,5,0,0,1,0,0,0,2,0,3,1,3,0,0,0,4,2,0,5
89,2015-02-22 22:00:00,1,2,22,1,1,1,0,0,1,1,0,1,3,49.75,12,11,3,191.50,167.00,47.25,5,5,1,3,3,1,4,3,1,0,0,0,0,0,0,4,3,2,4,2,0,2,4,0,2,2,1
90,2015-03-01 11:00:00,1,3,11,1,1,0,0,0,1,1,0,0,2,25.25,3,5,3,49.75,77.25,54.25,1,2,0,1,1,2,1,2,1,0,0,0,0,0,0,1,2,0,1,1,3,0,0,0,1,2,0
91,2015-03-01 12:00:00,1,3,12,3,2,7,0,0,1,4,2,5,12,208.70,2,12,11,25.25,191.50,167.00,1,5,5,1,3,3,0,4,3,0,0,0,0,0,0,1,4,3,1,4,2,0,2,4,0,2,2
92,2015-03-01 13:00:00,1,3,13,2,1,1,0,0,2,0,0,2,4,57.75,12,3,5,208.70,49.75,77.25,3,1,2,2,1,1,7,1,2,0,0,0,0,0,0,1,1,2,4,1,1,2,0,0,5,1,2
93,2015-03-01 14:00:00,1,3,14,3,6,2,0,0,2,1,1,7,11,166.50,4,2,12,57.75,25.25,191.50,2,1,5,1,1,3,1,0,4,0,0,0,0,0,0,2,1,4,0,1,4,0,0,2,2,0,2
94,2015-03-01 15:00:00,1,3,15,4,2,4,0,0,3,3,1,3,10,162.50,11,12,3,166.50,208.70,49.75,3,3,1,6,2,1,2,7,1,0,0,0,0,0,0,2,1,1,1,4,1,1,2,0,7,5,1
95,2015-03-01 16:00:00,1,3,16,1,0,1,0,0,0,0,1,1,2,30.45,10,4,2,162.50,57.75,25.25,4,2,1,2,1,1,4,1,0,0,0,0,0,0,0,3,2,1,3,0,1,1,0,0,3,2,0
96,2015-03-01 17:00:00,1,3,17,4,5,6,0,0,6,2,3,4,15,240.75,2,11,12,30.45,166.50,208.70,1,3,3,0,6,2,1,2,7,0,0,0,0,0,0,0,2,1,0,1,4,1,1,2,1,7,5
97,2015-03-01 18:00:00,1,3,18,3,8,5,0,0,3,3,5,5,16,264.50,15,10,4,240.75,162.50,57.75,4,4,2,5,2,1,6,4,1,0,0,0,0,0,0,6,3,2,2,3,0,3,1,0,4,3,2
98,2015-03-01 19:00:00,1,3,19,5,0,6,1,0,7,2,1,2,12,197.75,16,2,11,264.50,30.45,166.50,3,1,3,8,0,6,5,1,2,0,0,0,0,0,0,3,0,2,3,0,1,5,1,1,5,1,7
99,2015-03-01 20:00:00,1,3,20,3,2,2,0,0,2,3,2,0,7,116.15,12,15,10,197.75,240.75,162.50,5,4,4,0,5,2,6,6,4,1,0,0,0,0,0,7,6,3,2,2,3,1,3,1,2,4,3
100,2015-03-01 21:00:00,1,3,21,0,0,1,0,0,0,0,0,1,1,20.25,7,16,2,116.15,264.50,30.45,3,3,1,2,8,0,2,5,1,0,0,0,0,0,0,2,3,0,3,3,0,2,5,1,0,5,1
101,2015-03-01 22:00:00,1,3,22,3,1,3,0,0,3,3,0,1,7,108.00,1,12,15,20.25,197.75,240.75,0,5,4,0,0,5,1,6,6,0,1,0,0,0,0,0,7,6,0,2,2,0,1,3,1,2,4
102,2015-03-08 11:00:00,1,3,11,0,0,1,0,0,1,0,0,0,1,16.50,7,7,16,108.00,116.15,264.50,3,3,3,1,2,8,3,2,5,0,0,0,0,0,0,3,2,3,3,3,3,0,2,5,1,0,5
103,2015-03-08 12:00:00,1,3,12,5,6,9,0,0,6,6,3,5,20,325.70,1,1,12,16.50,20.25,197.75,0,0,5,0,0,0,1,1,6,0,0,1,0,0,0,1,0,7,0,0,2,0,0,1,0,1,2
104,2015-03-08 13:00:00,1,3,13,6,3,3,0,0,6,2,1,3,12,178.00,20,7,7,325.70,108.00,116.15,5,3,3,6,1,2,9,3,2,0,0,0,0,0,0,6,3,2,6,3,3,3,0,2,5,1,0
105,2015-03-08 14:00:00,1,3,14,2,5,2,0,0,1,4,2,2,9,146.50,12,1,1,178.00,16.50,20.25,6,0,0,3,0,0,3,1,1,0,0,0,0,0,0,6,1,0,2,0,0,1,0,0,3,0,1
106,2015-03-08 15:00:00,1,3,15,3,3,5,0,0,4,2,3,2,11,182.50,9,20,7,146.50,325.70,108.00,2,5,3,5,6,1,2,9,3,0,0,0,0,0,0,1,6,3,4,6,3,2,3,0,2,5,1
107,2015-03-08 16:00:00,1,3,16,5,4,5,0,0,3,2,5,4,14,235.10,11,12,1,182.50,178.00,16.50,3,6,0,3,3,0,5,3,1,0,0,0,0,0,0,4,6,1,2,2,0,3,1,0,2,3,0
108,2015-03-08 17:00:00,1,3,17,7,8,11,0,0,6,6,8,6,26,426.65,14,9,20,235.10,146.50,325.70,5,2,5,4,5,6,5,2,9,0,0,0,0,0,0,3,1,6,2,4,6,5,2,3,4,2,5
109,2015-03-08 18:00:00,1,3,18,6,5,6,0,0,5,6,5,1,17,272.75,26,11,12,426.65,182.50,178.00,7,3,6,8,3,3,11,5,3,0,0,0,0,0,0,6,4,6,6,2,2,8,3,1,6,2,3
110,2015-03-08 19:00:00,1,3,19,3,1,1,0,0,1,2,1,1,5,71.95,17,14,9,272.75,235.10,146.50,6,5,2,5,4,5,6,5,2,0,0,0,0,0,0,5,3,1,6,2,4,5,5,2,1,4,2
111,2015-03-08 20:00:00,1,3,20,4,5,7,0,0,4,7,2,3,16,271.00,5,26,11,71.95,426.65,182.50,3,7,3,1,8,3,1,11,5,0,0,0,0,0,0,1,6,4,2,6,2,1,8,3,1,6,2
