,order_timestamp_hour,hour,day,month,S_count,M_count,L_count,XL_count,XXL_count,Classic,Chicken,Supreme,Veggie,total_quantity,total_sales
76,2015-01-07 16:00:00,16,7,1,3,7,6,0,0,5,5,3,3,16,265.70000076293945
77,2015-01-07 17:00:00,17,7,1,3,3,2,1,0,4,1,3,1,9,158.14999961853027
78,2015-01-07 18:00:00,18,7,1,5,4,2,0,0,3,2,4,2,11,174.89999961853027
79,2015-01-07 19:00:00,19,7,1,4,3,7,0,0,2,3,4,5,14,232.70000076293945
80,2015-01-07 20:00:00,20,7,1,1,4,0,0,0,2,0,3,0,5,73.75
81,2015-01-07 21:00:00,21,7,1,0,0,1,0,0,0,0,0,1,1,20.25
82,2015-01-07 22:00:00,22,7,1,2,2,1,0,0,1,0,3,1,5,77.0
83,2015-01-08 11:00:00,11,8,1,4,1,6,0,0,4,2,2,3,11,181.70000076293945
84,2015-01-08 12:00:00,12,8,1,8,22,19,0,0,13,9,13,14,49,814.1500015258789
85,2015-01-08 13:00:00,13,8,1,4,9,9,0,0,6,7,5,4,22,371.45000076293945
86,2015-01-08 14:00:00,14,8,1,5,6,3,0,0,3,3,6,2,14,219.75
87,2015-01-08 15:00:00,15,8,1,3,1,3,1,0,2,1,2,3,8,132.45000076293945
88,2015-01-08 16:00:00,16,8,1,3,3,2,0,0,2,1,1,4,8,122.0
89,2015-01-08 17:00:00,17,8,1,6,9,7,0,0,8,3,5,6,22,350.25
90,2015-01-08 18:00:00,18,8,1,3,4,5,0,0,4,1,3,4,12,199.20000076293945
91,2015-01-08 19:00:00,19,8,1,3,4,10,0,0,3,2,7,5,17,293.45000076293945
92,2015-01-08 20:00:00,20,8,1,0,1,0,0,0,0,0,1,0,1,16.5
93,2015-01-08 21:00:00,21,8,1,3,3,2,0,0,2,2,1,3,8,120.70000076293945
94,2015-01-08 22:00:00,22,8,1,0,1,0,0,0,0,0,0,1,1,16.75
95,2015-01-09 11:00:00,11,9,1,0,2,2,1,0,4,0,1,0,5,90.0
96,2015-01-09 12:00:00,12,9,1,4,6,7,0,0,5,4,3,5,17,278.95000076293945
97,2015-01-09 13:00:00,13,9,1,4,1,6,0,0,2,2,3,4,11,188.75
98,2015-01-09 14:00:00,14,9,1,5,5,6,0,0,6,2,3,5,16,258.4000015258789
99,2015-01-09 15:00:00,15,9,1,1,7,6,0,0,4,4,4,2,14,239.45000076293945
100,2015-01-09 16:00:00,16,9,1,1,0,5,1,0,1,1,4,1,7,139.5
101,2015-01-09 17:00:00,17,9,1,3,2,6,0,0,3,0,5,3,11,200.64999961853027
102,2015-01-09 18:00:00,18,9,1,4,5,5,0,0,6,2,4,2,14,224.75
103,2015-01-09 19:00:00,19,9,1,2,5,5,0,0,4,3,2,3,12,201.95000076293945
104,2015-01-09 20:00:00,20,9,1,5,2,2,1,0,3,2,2,3,10,153.70000076293945
105,2015-01-09 21:00:00,21,9,1,2,2,0,0,0,1,0,2,1,4,57.0
106,2015-01-09 22:00:00,22,9,1,2,2,2,0,0,1,1,1,3,6,94.25
107,2015-01-10 12:00:00,12,10,1,5,5,7,0,0,2,4,6,5,17,279.5
108,2015-01-10 13:00:00,13,10,1,5,11,7,1,0,9,5,2,8,24,394.25
109,2015-01-10 14:00:00,14,10,1,0,0,3,0,0,0,0,1,2,3,61.25
110,2015-01-10 15:00:00,15,10,1,3,0,1,0,0,0,0,3,1,4,68.64999961853027
111,2015-01-10 16:00:00,16,10,1,2,2,1,0,0,1,2,2,0,5,78.75
112,2015-01-10 17:00:00,17,10,1,4,2,7,0,0,1,3,3,6,13,220.20000076293945
113,2015-01-10 18:00:00,18,10,1,4,6,6,0,0,4,2,6,4,16,266.95000076293945
114,2015-01-10 19:00:00,19,10,1,6,7,10,2,0,9,4,7,5,25,418.95000076293945
115,2015-01-10 20:00:00,20,10,1,2,9,10,0,0,4,5,8,4,21,374.20000076293945
116,2015-01-10 21:00:00,21,10,1,0,5,3,0,0,2,2,1,3,8,137.5
117,2015-01-10 22:00:00,22,10,1,3,3,4,0,0,5,0,1,4,10,163.75
118,2015-01-11 11:00:00,11,11,1,2,0,4,0,0,3,0,2,1,6,95.75
119,2015-01-11 12:00:00,12,11,1,7,3,6,0,0,6,2,3,5,16,243.75
120,2015-01-11 13:00:00,13,11,1,3,6,6,0,0,3,4,5,3,15,253.5
121,2015-01-11 14:00:00,14,11,1,6,7,2,0,0,7,4,3,1,15,208.95000076293945
122,2015-01-11 16:00:00,16,11,1,5,8,5,0,0,3,5,6,4,18,295.25
123,2015-01-11 17:00:00,17,11,1,4,3,5,0,0,3,3,4,2,12,189.95000076293945
124,2015-01-11 18:00:00,18,11,1,3,3,4,0,0,4,0,4,2,10,165.0
125,2015-01-11 19:00:00,19,11,1,3,8,6,0,0,2,3,6,6,17,291.0
126,2015-01-11 20:00:00,20,11,1,1,1,2,0,0,0,0,2,2,4,79.39999961853027
127,2015-01-11 21:00:00,21,11,1,1,1,1,0,0,0,1,2,0,3,49.75
128,2015-01-12 11:00:00,11,12,1,1,1,2,0,0,0,1,2,1,4,70.75
129,2015-01-12 12:00:00,12,12,1,1,6,5,0,0,2,4,3,3,12,208.95000076293945
130,2015-01-12 13:00:00,13,12,1,5,4,3,0,0,5,2,2,3,12,181.75
131,2015-01-12 14:00:00,14,12,1,10,0,3,0,0,5,3,5,0,13,189.64999961853027
132,2015-01-12 15:00:00,15,12,1,5,4,7,1,0,4,6,4,3,17,291.20000076293945
133,2015-01-12 16:00:00,16,12,1,2,3,6,0,0,5,1,1,4,11,186.75
134,2015-01-12 17:00:00,17,12,1,2,8,4,0,0,4,5,2,3,14,232.0
135,2015-01-12 18:00:00,18,12,1,9,3,6,1,0,7,6,3,3,19,306.0
136,2015-01-12 19:00:00,19,12,1,4,3,4,0,0,4,2,3,2,11,173.5
137,2015-01-12 20:00:00,20,12,1,3,1,0,0,0,3,1,0,0,4,48.0
138,2015-01-12 21:00:00,21,12,1,1,0,1,0,0,0,0,0,2,2,30.5
139,2015-01-13 11:00:00,11,13,1,0,2,0,0,0,0,2,0,0,2,33.5
140,2015-01-13 12:00:00,12,13,1,2,6,10,1,0,6,4,3,6,19,346.45000076293945
141,2015-01-13 13:00:00,13,13,1,0,7,4,0,0,4,2,2,3,11,194.5
142,2015-01-13 14:00:00,14,13,1,1,2,3,0,0,2,0,2,2,6,98.75
143,2015-01-13 15:00:00,15,13,1,8,6,3,0,0,5,3,4,5,17,249.5
144,2015-01-13 16:00:00,16,13,1,3,6,6,2,0,6,2,7,2,17,304.25
145,2015-01-13 17:00:00,17,13,1,7,3,4,0,0,2,3,6,3,14,228.39999961853027
146,2015-01-13 18:00:00,18,13,1,3,3,6,0,0,3,4,1,4,12,203.25
147,2015-01-13 19:00:00,19,13,1,0,8,2,0,0,3,2,4,1,10,170.5
148,2015-01-13 20:00:00,20,13,1,1,1,6,0,0,3,3,1,1,8,151.75
149,2015-01-13 21:00:00,21,13,1,0,3,1,0,0,1,1,0,2,4,68.75
150,2015-01-14 11:00:00,11,14,1,1,1,5,0,0,1,2,2,2,7,125.75
151,2015-01-14 12:00:00,12,14,1,10,12,12,0,0,5,5,10,14,34,552.9500007629395
152,2015-01-14 13:00:00,13,14,1,7,3,7,0,0,4,5,7,1,17,279.0
153,2015-01-14 14:00:00,14,14,1,3,3,3,0,0,3,1,2,3,9,144.25
154,2015-01-14 15:00:00,15,14,1,1,1,0,0,0,1,0,1,0,2,26.75
155,2015-01-14 16:00:00,16,14,1,2,0,3,0,0,2,2,0,1,5,86.25
156,2015-01-14 17:00:00,17,14,1,5,4,12,1,0,6,8,6,2,22,393.0
157,2015-01-14 18:00:00,18,14,1,3,8,10,0,0,7,5,8,1,21,356.25
158,2015-01-14 19:00:00,19,14,1,5,1,4,0,0,4,4,1,1,10,154.0
159,2015-01-14 20:00:00,20,14,1,1,4,6,1,0,2,1,4,5,12,220.20000076293945
160,2015-01-14 21:00:00,21,14,1,2,4,3,0,0,1,1,3,4,9,149.75
161,2015-01-14 22:00:00,22,14,1,0,0,2,0,0,0,1,0,1,2,39.25
162,2015-01-15 11:00:00,11,15,1,1,1,0,0,0,2,0,0,0,2,24.5
163,2015-01-15 12:00:00,12,15,1,4,7,7,0,0,3,5,6,4,18,298.20000076293945
164,2015-01-15 13:00:00,13,15,1,4,6,3,0,0,3,4,5,1,13,209.75
165,2015-01-15 14:00:00,14,15,1,5,8,7,0,0,6,2,7,5,20,324.25
166,2015-01-15 15:00:00,15,15,1,3,2,3,0,0,3,3,1,1,8,122.95000076293945
167,2015-01-15 16:00:00,16,15,1,10,7,2,1,0,6,5,6,3,20,294.0
168,2015-01-15 17:00:00,17,15,1,2,3,5,0,0,1,1,5,3,10,170.0
169,2015-01-15 18:00:00,18,15,1,4,0,9,0,0,5,2,0,6,13,219.1500015258789
170,2015-01-15 19:00:00,19,15,1,2,0,6,1,0,5,0,4,0,9,166.0
171,2015-01-15 20:00:00,20,15,1,3,4,1,0,0,1,3,2,2,8,122.75
172,2015-01-15 21:00:00,21,15,1,0,1,1,0,0,1,1,0,0,2,33.25
173,2015-01-16 11:00:00,11,16,1,6,2,2,0,0,2,2,3,3,10,146.5
174,2015-01-16 12:00:00,12,16,1,2,5,6,1,0,5,2,3,4,14,238.5
175,2015-01-16 13:00:00,13,16,1,5,13,9,0,0,10,6,2,9,27,439.0
176,2015-01-16 14:00:00,14,16,1,0,0,3,0,0,0,2,0,1,3,60.0
177,2015-01-16 15:00:00,15,16,1,4,1,5,0,0,3,3,2,2,10,163.5
178,2015-01-16 16:00:00,16,16,1,4,3,4,0,0,2,0,6,3,11,180.25
179,2015-01-16 17:00:00,17,16,1,2,5,6,0,0,5,3,2,3,13,221.45000076293945
180,2015-01-16 18:00:00,18,16,1,5,3,5,1,0,5,3,2,4,14,225.25
181,2015-01-16 19:00:00,19,16,1,9,6,13,0,0,6,8,5,9,28,465.95000076293945
182,2015-01-16 20:00:00,20,16,1,3,6,3,0,0,1,4,3,4,12,195.25
183,2015-01-16 21:00:00,21,16,1,2,5,3,0,0,4,1,3,2,10,165.0
184,2015-01-16 22:00:00,22,16,1,2,1,3,0,0,3,0,0,3,6,93.5
185,2015-01-17 11:00:00,11,17,1,0,0,1,0,0,1,0,0,0,1,15.25
186,2015-01-17 12:00:00,12,17,1,8,5,8,0,0,5,6,8,2,21,361.29999923706055
187,2015-01-17 13:00:00,13,17,1,0,0,1,0,0,0,1,0,0,1,20.75
188,2015-01-17 14:00:00,14,17,1,4,3,7,0,0,5,2,3,4,14,227.45000076293945
189,2015-01-17 15:00:00,15,17,1,4,1,0,0,0,3,0,2,0,5,61.25
190,2015-01-17 16:00:00,16,17,1,2,2,2,0,0,1,5,0,0,6,98.25
191,2015-01-17 17:00:00,17,17,1,7,6,7,1,0,9,6,3,3,21,357.3999996185303
192,2015-01-17 18:00:00,18,17,1,1,4,2,0,0,3,1,0,3,7,117.0
193,2015-01-17 19:00:00,19,17,1,5,5,6,0,0,4,5,5,2,16,261.25
194,2015-01-17 20:00:00,20,17,1,6,1,1,0,0,3,3,1,1,8,107.25
195,2015-01-17 21:00:00,21,17,1,3,3,11,0,0,6,8,0,3,17,295.95000076293945
196,2015-01-17 22:00:00,22,17,1,2,1,5,0,0,3,0,5,0,8,141.0
197,2015-01-18 11:00:00,11,18,1,0,1,3,0,0,2,2,0,0,4,74.5
198,2015-01-18 12:00:00,12,18,1,3,6,7,0,0,4,3,4,5,16,272.75
199,2015-01-18 13:00:00,13,18,1,3,2,5,0,0,5,2,3,0,10,163.25
200,2015-01-18 14:00:00,14,18,1,8,5,5,1,0,5,4,5,5,19,296.1500015258789
201,2015-01-18 15:00:00,15,18,1,2,4,3,0,0,2,3,3,1,9,145.0
202,2015-01-18 16:00:00,16,18,1,4,5,4,0,0,4,4,2,3,13,202.0
203,2015-01-18 17:00:00,17,18,1,5,5,3,0,0,2,3,6,2,13,205.5
204,2015-01-18 18:00:00,18,18,1,7,8,8,0,0,7,5,5,6,23,365.0
205,2015-01-18 19:00:00,19,18,1,0,1,3,0,0,1,0,1,2,4,73.0
206,2015-01-18 20:00:00,20,18,1,2,1,3,0,0,2,2,0,2,6,95.20000076293945
207,2015-01-18 21:00:00,21,18,1,1,2,2,0,0,0,0,3,2,5,84.5
208,2015-01-19 11:00:00,11,19,1,3,1,7,0,0,2,4,1,4,11,192.70000076293945
209,2015-01-19 12:00:00,12,19,1,12,6,24,1,0,15,9,8,11,43,746.2500019073486
210,2015-01-19 13:00:00,13,19,1,2,3,6,0,0,3,4,1,3,11,196.75
211,2015-01-19 14:00:00,14,19,1,4,2,0,0,0,2,2,0,2,6,82.25
212,2015-01-19 15:00:00,15,19,1,0,3,2,0,0,0,2,3,0,5,90.5
213,2015-01-19 16:00:00,16,19,1,1,3,5,1,0,5,1,2,2,10,172.75
214,2015-01-19 17:00:00,17,19,1,5,5,6,0,0,7,2,3,4,16,256.5
215,2015-01-19 18:00:00,18,19,1,8,4,5,1,0,8,6,1,3,18,287.25
216,2015-01-19 19:00:00,19,19,1,3,3,9,0,0,8,2,1,4,15,249.70000076293945
217,2015-01-19 20:00:00,20,19,1,1,0,0,0,0,1,0,0,0,1,11.0
218,2015-01-19 21:00:00,21,19,1,1,1,2,0,0,1,1,1,1,4,64.75
219,2015-01-19 22:00:00,22,19,1,0,1,1,0,0,0,0,1,1,2,36.75
220,2015-01-20 11:00:00,11,20,1,4,4,7,1,0,5,0,6,5,16,276.75
221,2015-01-20 12:00:00,12,20,1,12,18,13,0,0,10,8,16,9,43,699.9500007629395
222,2015-01-20 13:00:00,13,20,1,2,3,2,0,0,4,3,0,0,7,110.75
223,2015-01-20 14:00:00,14,20,1,4,1,3,0,0,1,4,3,0,8,127.25
224,2015-01-20 15:00:00,15,20,1,1,2,4,0,0,1,0,2,4,7,121.5
225,2015-01-20 16:00:00,16,20,1,3,4,2,0,0,5,1,0,3,9,136.45000076293945
226,2015-01-20 17:00:00,17,20,1,5,4,3,0,0,4,0,8,0,12,185.75
227,2015-01-20 18:00:00,18,20,1,2,1,8,0,0,1,3,4,3,11,220.04999923706055
228,2015-01-20 19:00:00,19,20,1,0,4,7,0,0,3,3,4,1,11,203.70000076293945
229,2015-01-20 20:00:00,20,20,1,5,2,6,0,0,0,4,4,5,13,214.5
230,2015-01-20 22:00:00,22,20,1,1,3,2,0,0,0,2,2,2,6,101.25
231,2015-01-21 11:00:00,11,21,1,1,0,1,0,0,1,0,1,0,2,32.75
232,2015-01-21 12:00:00,12,21,1,5,6,6,0,0,5,2,7,3,17,271.75
233,2015-01-21 13:00:00,13,21,1,6,1,3,0,0,3,2,0,5,10,138.9000015258789
234,2015-01-21 14:00:00,14,21,1,4,6,9,0,0,3,5,4,7,19,325.70000076293945
235,2015-01-21 15:00:00,15,21,1,6,4,4,0,0,6,3,4,1,14,214.5
236,2015-01-21 16:00:00,16,21,1,6,7,5,0,0,8,2,4,4,18,279.70000076293945
237,2015-01-21 17:00:00,17,21,1,2,5,3,0,0,3,2,0,5,10,159.45000076293945
238,2015-01-21 18:00:00,18,21,1,7,4,5,1,0,1,7,5,4,17,279.0
239,2015-01-21 19:00:00,19,21,1,6,4,3,0,0,5,2,4,2,13,200.85000038146973
240,2015-01-21 20:00:00,20,21,1,2,0,1,0,0,0,0,2,1,3,42.95000076293945
241,2015-01-21 21:00:00,21,21,1,1,4,1,0,0,2,1,2,1,6,95.0
242,2015-01-22 11:00:00,11,22,1,1,1,2,0,0,0,1,2,1,4,80.89999961853027
243,2015-01-22 12:00:00,12,22,1,15,11,5,1,0,7,8,3,14,32,481.75
244,2015-01-22 13:00:00,13,22,1,8,13,10,0,0,9,9,4,9,31,506.70000076293945
245,2015-01-22 14:00:00,14,22,1,0,3,4,0,0,1,2,2,2,7,128.70000076293945
246,2015-01-22 15:00:00,15,22,1,6,3,0,0,0,4,2,3,0,9,117.75
247,2015-01-22 16:00:00,16,22,1,3,1,1,0,0,4,0,0,1,5,63.25
248,2015-01-22 17:00:00,17,22,1,11,9,10,1,0,13,6,7,5,31,494.5
249,2015-01-22 18:00:00,18,22,1,7,1,3,1,0,6,3,1,2,12,181.25
250,2015-01-22 19:00:00,19,22,1,3,1,2,0,0,1,1,3,1,6,99.89999961853027
251,2015-01-22 20:00:00,20,22,1,5,3,5,0,0,5,2,1,5,13,205.5
252,2015-01-22 21:00:00,21,22,1,0,1,2,0,0,0,2,1,0,3,58.25
253,2015-01-22 22:00:00,22,22,1,1,1,1,0,0,1,0,1,1,3,47.0
254,2015-01-22 23:00:00,23,22,1,1,0,1,0,0,0,1,0,1,2,31.25
255,2015-01-23 11:00:00,11,23,1,7,7,7,0,0,9,2,6,4,21,327.0
256,2015-01-23 12:00:00,12,23,1,7,0,7,0,0,4,3,2,5,14,216.10000228881836
257,2015-01-23 13:00:00,13,23,1,3,3,0,1,0,3,0,3,1,7,107.5
258,2015-01-23 14:00:00,14,23,1,3,3,9,0,0,4,3,1,7,15,262.9000015258789
259,2015-01-23 15:00:00,15,23,1,2,4,2,0,0,1,3,0,4,8,124.75
260,2015-01-23 16:00:00,16,23,1,3,7,4,0,0,6,2,2,4,14,221.0
261,2015-01-23 17:00:00,17,23,1,6,5,8,0,0,5,6,5,3,19,313.0
262,2015-01-23 18:00:00,18,23,1,7,7,1,0,0,6,3,4,2,15,213.75
263,2015-01-23 19:00:00,19,23,1,6,7,7,0,0,6,4,5,5,20,316.95000076293945
264,2015-01-23 20:00:00,20,23,1,5,1,6,0,0,4,3,0,5,12,189.75
265,2015-01-23 21:00:00,21,23,1,1,0,4,0,0,2,2,1,0,5,94.25
266,2015-01-23 22:00:00,22,23,1,0,1,1,0,0,1,1,0,0,2,36.75
267,2015-01-24 11:00:00,11,24,1,0,0,1,0,0,0,1,0,0,1,20.75
268,2015-01-24 12:00:00,12,24,1,4,1,3,0,0,1,2,4,1,8,128.5
269,2015-01-24 13:00:00,13,24,1,3,0,1,0,0,1,2,0,1,4,54.5
270,2015-01-24 14:00:00,14,24,1,9,5,4,0,0,7,4,3,4,18,269.25
271,2015-01-24 15:00:00,15,24,1,4,0,1,0,0,1,2,1,1,5,69.75
272,2015-01-24 16:00:00,16,24,1,11,3,2,0,0,4,0,8,4,16,218.5
273,2015-01-24 17:00:00,17,24,1,2,4,4,0,0,2,1,5,2,10,172.0
274,2015-01-24 18:00:00,18,24,1,4,3,9,0,0,3,3,5,5,16,293.8999996185303
275,2015-01-24 19:00:00,19,24,1,10,10,13,1,0,7,4,12,11,34,584.6499996185303
276,2015-01-24 20:00:00,20,24,1,6,7,5,0,0,5,5,4,4,18,287.0
277,2015-01-24 21:00:00,21,24,1,2,2,6,0,0,3,3,1,3,10,165.95000076293945
278,2015-01-24 22:00:00,22,24,1,2,0,0,0,0,0,0,1,1,2,24.5
279,2015-01-25 12:00:00,12,25,1,3,2,1,0,0,2,2,2,0,6,88.75
280,2015-01-25 13:00:00,13,25,1,7,6,4,0,0,6,5,4,2,17,272.3999996185303
281,2015-01-25 14:00:00,14,25,1,7,2,7,0,0,4,3,2,7,16,254.70000076293945
282,2015-01-25 15:00:00,15,25,1,2,2,2,0,0,0,2,4,0,6,99.25
283,2015-01-25 16:00:00,16,25,1,5,6,3,0,0,3,1,5,5,14,214.20000076293945
284,2015-01-25 17:00:00,17,25,1,4,2,4,0,0,3,2,3,2,10,167.35000038146973
285,2015-01-25 18:00:00,18,25,1,3,4,2,0,0,2,5,0,2,9,143.75
286,2015-01-25 19:00:00,19,25,1,3,2,1,0,0,1,0,2,3,6,100.14999961853027
287,2015-01-25 20:00:00,20,25,1,4,3,3,0,0,6,1,0,3,10,147.75
288,2015-01-25 21:00:00,21,25,1,3,2,3,0,0,2,0,2,4,8,129.25
289,2015-01-26 11:00:00,11,26,1,1,2,6,0,0,4,1,4,0,9,163.5
290,2015-01-26 12:00:00,12,26,1,4,6,11,1,0,7,6,3,6,22,393.6000003814697
291,2015-01-26 13:00:00,13,26,1,9,4,5,0,0,5,2,5,6,18,261.95000076293945
292,2015-01-26 14:00:00,14,26,1,3,4,7,0,0,5,3,5,1,14,241.75
293,2015-01-26 15:00:00,15,26,1,3,2,2,0,1,3,0,2,3,8,141.4000015258789
294,2015-01-26 16:00:00,16,26,1,5,4,5,0,0,5,2,2,5,14,220.20000076293945
295,2015-01-26 17:00:00,17,26,1,2,0,2,0,0,0,2,0,2,4,66.0
296,2015-01-26 18:00:00,18,26,1,3,3,4,0,0,0,3,4,3,10,168.0
297,2015-01-26 19:00:00,19,26,1,1,2,3,0,0,2,2,1,1,6,101.0
298,2015-01-26 20:00:00,20,26,1,0,3,1,0,0,2,1,0,1,4,69.25
