,order_timestamp_hour,day,month,hour,S_count,M_count,L_count,XL_count,XXL_count,Classic,Chicken,Supreme,Veggie,total_quantity,total_sales,lag_total_sales_1,lag_total_sales_3,lag_total_sales_5
47,2015-01-04 22:00:00,4,1,22,2,1,2,0,0,0,1,3,1,5,103.04999923706055,63.75,106.75,116.5
48,2015-01-05 11:00:00,5,1,11,0,3,5,0,0,3,2,0,3,8,142.0,103.04999923706055,317.75,156.75
49,2015-01-05 12:00:00,5,1,12,1,1,4,0,0,2,1,1,2,6,115.39999961853027,142.0,63.75,106.75
50,2015-01-05 13:00:00,5,1,13,2,5,5,0,0,2,2,4,4,12,203.95000076293945,115.39999961853027,103.04999923706055,317.75
51,2015-01-05 14:00:00,5,1,14,5,10,9,0,0,5,10,6,3,24,405.45000076293945,203.95000076293945,142.0,63.75
52,2015-01-05 15:00:00,5,1,15,0,2,3,0,0,0,1,1,3,5,91.5,405.45000076293945,115.39999961853027,103.04999923706055
53,2015-01-05 16:00:00,5,1,16,3,7,4,0,0,4,2,4,4,14,228.25,91.5,203.95000076293945,142.0
54,2015-01-05 17:00:00,5,1,17,5,9,6,0,0,4,3,7,6,20,335.1499996185303,228.25,405.45000076293945,115.39999961853027
55,2015-01-05 18:00:00,5,1,18,2,3,2,0,0,1,4,1,1,7,115.75,335.1499996185303,91.5,203.95000076293945
56,2015-01-05 19:00:00,5,1,19,7,4,2,0,0,5,4,2,2,13,193.5,115.75,228.25,405.45000076293945
57,2015-01-05 20:00:00,5,1,20,6,3,2,0,0,8,0,2,1,11,151.0,193.5,335.1499996185303,91.5
58,2015-01-05 21:00:00,5,1,21,1,1,3,0,0,3,2,0,0,5,84.0,151.0,115.75,228.25
59,2015-01-06 11:00:00,6,1,11,2,1,2,0,0,1,1,2,1,5,78.5,84.0,193.5,335.1499996185303
60,2015-01-06 12:00:00,6,1,12,8,12,8,0,0,9,4,9,6,28,455.6000003814697,78.5,151.0,115.75
61,2015-01-06 13:00:00,6,1,13,6,9,15,0,0,10,5,8,7,30,511.6500015258789,455.6000003814697,84.0,193.5
62,2015-01-06 14:00:00,6,1,14,0,5,5,0,0,1,5,3,1,10,181.75,511.6500015258789,78.5,151.0
63,2015-01-06 15:00:00,6,1,15,2,3,7,1,0,4,3,3,3,13,228.0,181.75,455.6000003814697,84.0
64,2015-01-06 16:00:00,6,1,16,6,3,4,0,0,5,3,1,4,13,202.0,228.0,511.6500015258789,78.5
65,2015-01-06 17:00:00,6,1,17,4,3,5,0,0,8,2,2,0,12,185.0,202.0,181.75,455.6000003814697
66,2015-01-06 18:00:00,6,1,18,5,5,4,0,0,1,6,2,5,14,224.25,185.0,228.0,511.6500015258789
67,2015-01-06 19:00:00,6,1,19,3,4,4,1,0,5,1,1,5,12,203.0,224.25,202.0,181.75
68,2015-01-06 20:00:00,6,1,20,0,3,3,0,0,2,1,0,3,6,106.25,203.0,185.0,228.0
69,2015-01-06 21:00:00,6,1,21,1,1,1,0,0,2,0,0,1,3,40.95000076293945,106.25,224.25,202.0
70,2015-01-06 22:00:00,6,1,22,1,0,0,0,0,0,0,0,1,1,12.0,40.95000076293945,203.0,185.0
71,2015-01-07 11:00:00,7,1,11,3,3,1,0,0,2,2,2,1,7,106.25,12.0,106.25,224.25
72,2015-01-07 12:00:00,7,1,12,5,10,4,1,0,5,6,3,6,20,329.0,106.25,40.95000076293945,203.0
73,2015-01-07 13:00:00,7,1,13,11,4,10,0,0,8,5,6,6,25,389.75,329.0,12.0,106.25
74,2015-01-07 14:00:00,7,1,14,8,5,8,0,0,12,2,2,5,21,306.5,389.75,106.25,40.95000076293945
75,2015-01-07 15:00:00,7,1,15,0,3,1,0,0,1,2,0,1,4,68.25,306.5,329.0,12.0
76,2015-01-07 16:00:00,7,1,16,3,7,6,0,0,5,5,3,3,16,265.70000076293945,68.25,389.75,106.25
77,2015-01-07 17:00:00,7,1,17,3,3,2,1,0,4,1,3,1,9,158.14999961853027,265.70000076293945,306.5,329.0
78,2015-01-07 18:00:00,7,1,18,5,4,2,0,0,3,2,4,2,11,174.89999961853027,158.14999961853027,68.25,389.75
79,2015-01-07 19:00:00,7,1,19,4,3,7,0,0,2,3,4,5,14,232.70000076293945,174.89999961853027,265.70000076293945,306.5
80,2015-01-07 20:00:00,7,1,20,1,4,0,0,0,2,0,3,0,5,73.75,232.70000076293945,158.14999961853027,68.25
81,2015-01-07 21:00:00,7,1,21,0,0,1,0,0,0,0,0,1,1,20.25,73.75,174.89999961853027,265.70000076293945
82,2015-01-07 22:00:00,7,1,22,2,2,1,0,0,1,0,3,1,5,77.0,20.25,232.70000076293945,158.14999961853027
83,2015-01-08 11:00:00,8,1,11,4,1,6,0,0,4,2,2,3,11,181.70000076293945,77.0,73.75,174.89999961853027
84,2015-01-08 12:00:00,8,1,12,8,22,19,0,0,13,9,13,14,49,814.1500015258789,181.70000076293945,20.25,232.70000076293945
85,2015-01-08 13:00:00,8,1,13,4,9,9,0,0,6,7,5,4,22,371.45000076293945,814.1500015258789,77.0,73.75
86,2015-01-08 14:00:00,8,1,14,5,6,3,0,0,3,3,6,2,14,219.75,371.45000076293945,181.70000076293945,20.25
87,2015-01-08 15:00:00,8,1,15,3,1,3,1,0,2,1,2,3,8,132.45000076293945,219.75,814.1500015258789,77.0
88,2015-01-08 16:00:00,8,1,16,3,3,2,0,0,2,1,1,4,8,122.0,132.45000076293945,371.45000076293945,181.70000076293945
89,2015-01-08 17:00:00,8,1,17,6,9,7,0,0,8,3,5,6,22,350.25,122.0,219.75,814.1500015258789
90,2015-01-08 18:00:00,8,1,18,3,4,5,0,0,4,1,3,4,12,199.20000076293945,350.25,132.45000076293945,371.45000076293945
91,2015-01-08 19:00:00,8,1,19,3,4,10,0,0,3,2,7,5,17,293.45000076293945,199.20000076293945,122.0,219.75
92,2015-01-08 20:00:00,8,1,20,0,1,0,0,0,0,0,1,0,1,16.5,293.45000076293945,350.25,132.45000076293945
93,2015-01-08 21:00:00,8,1,21,3,3,2,0,0,2,2,1,3,8,120.70000076293945,16.5,199.20000076293945,122.0
94,2015-01-08 22:00:00,8,1,22,0,1,0,0,0,0,0,0,1,1,16.75,120.70000076293945,293.45000076293945,350.25
95,2015-01-09 11:00:00,9,1,11,0,2,2,1,0,4,0,1,0,5,90.0,16.75,16.5,199.20000076293945
96,2015-01-09 12:00:00,9,1,12,4,6,7,0,0,5,4,3,5,17,278.95000076293945,90.0,120.70000076293945,293.45000076293945
97,2015-01-09 13:00:00,9,1,13,4,1,6,0,0,2,2,3,4,11,188.75,278.95000076293945,16.75,16.5
98,2015-01-09 14:00:00,9,1,14,5,5,6,0,0,6,2,3,5,16,258.4000015258789,188.75,90.0,120.70000076293945
99,2015-01-09 15:00:00,9,1,15,1,7,6,0,0,4,4,4,2,14,239.45000076293945,258.4000015258789,278.95000076293945,16.75
100,2015-01-09 16:00:00,9,1,16,1,0,5,1,0,1,1,4,1,7,139.5,239.45000076293945,188.75,90.0
101,2015-01-09 17:00:00,9,1,17,3,2,6,0,0,3,0,5,3,11,200.64999961853027,139.5,258.4000015258789,278.95000076293945
102,2015-01-09 18:00:00,9,1,18,4,5,5,0,0,6,2,4,2,14,224.75,200.64999961853027,239.45000076293945,188.75
103,2015-01-09 19:00:00,9,1,19,2,5,5,0,0,4,3,2,3,12,201.95000076293945,224.75,139.5,258.4000015258789
104,2015-01-09 20:00:00,9,1,20,5,2,2,1,0,3,2,2,3,10,153.70000076293945,201.95000076293945,200.64999961853027,239.45000076293945
105,2015-01-09 21:00:00,9,1,21,2,2,0,0,0,1,0,2,1,4,57.0,153.70000076293945,224.75,139.5
106,2015-01-09 22:00:00,9,1,22,2,2,2,0,0,1,1,1,3,6,94.25,57.0,201.95000076293945,200.64999961853027
107,2015-01-10 12:00:00,10,1,12,5,5,7,0,0,2,4,6,5,17,279.5,94.25,153.70000076293945,224.75
108,2015-01-10 13:00:00,10,1,13,5,11,7,1,0,9,5,2,8,24,394.25,279.5,57.0,201.95000076293945
109,2015-01-10 14:00:00,10,1,14,0,0,3,0,0,0,0,1,2,3,61.25,394.25,94.25,153.70000076293945
110,2015-01-10 15:00:00,10,1,15,3,0,1,0,0,0,0,3,1,4,68.64999961853027,61.25,279.5,57.0
111,2015-01-10 16:00:00,10,1,16,2,2,1,0,0,1,2,2,0,5,78.75,68.64999961853027,394.25,94.25
112,2015-01-10 17:00:00,10,1,17,4,2,7,0,0,1,3,3,6,13,220.20000076293945,78.75,61.25,279.5
113,2015-01-10 18:00:00,10,1,18,4,6,6,0,0,4,2,6,4,16,266.95000076293945,220.20000076293945,68.64999961853027,394.25
114,2015-01-10 19:00:00,10,1,19,6,7,10,2,0,9,4,7,5,25,418.95000076293945,266.95000076293945,78.75,61.25
115,2015-01-10 20:00:00,10,1,20,2,9,10,0,0,4,5,8,4,21,374.20000076293945,418.95000076293945,220.20000076293945,68.64999961853027
116,2015-01-10 21:00:00,10,1,21,0,5,3,0,0,2,2,1,3,8,137.5,374.20000076293945,266.95000076293945,78.75
117,2015-01-10 22:00:00,10,1,22,3,3,4,0,0,5,0,1,4,10,163.75,137.5,418.95000076293945,220.20000076293945
118,2015-01-11 11:00:00,11,1,11,2,0,4,0,0,3,0,2,1,6,95.75,163.75,374.20000076293945,266.95000076293945
119,2015-01-11 12:00:00,11,1,12,7,3,6,0,0,6,2,3,5,16,243.75,95.75,137.5,418.95000076293945
120,2015-01-11 13:00:00,11,1,13,3,6,6,0,0,3,4,5,3,15,253.5,243.75,163.75,374.20000076293945
121,2015-01-11 14:00:00,11,1,14,6,7,2,0,0,7,4,3,1,15,208.95000076293945,253.5,95.75,137.5
122,2015-01-11 16:00:00,11,1,16,5,8,5,0,0,3,5,6,4,18,295.25,208.95000076293945,243.75,163.75
123,2015-01-11 17:00:00,11,1,17,4,3,5,0,0,3,3,4,2,12,189.95000076293945,295.25,253.5,95.75
124,2015-01-11 18:00:00,11,1,18,3,3,4,0,0,4,0,4,2,10,165.0,189.95000076293945,208.95000076293945,243.75
125,2015-01-11 19:00:00,11,1,19,3,8,6,0,0,2,3,6,6,17,291.0,165.0,295.25,253.5
126,2015-01-11 20:00:00,11,1,20,1,1,2,0,0,0,0,2,2,4,79.39999961853027,291.0,189.95000076293945,208.95000076293945
127,2015-01-11 21:00:00,11,1,21,1,1,1,0,0,0,1,2,0,3,49.75,79.39999961853027,165.0,295.25
128,2015-01-12 11:00:00,12,1,11,1,1,2,0,0,0,1,2,1,4,70.75,49.75,291.0,189.95000076293945
129,2015-01-12 12:00:00,12,1,12,1,6,5,0,0,2,4,3,3,12,208.95000076293945,70.75,79.39999961853027,165.0
130,2015-01-12 13:00:00,12,1,13,5,4,3,0,0,5,2,2,3,12,181.75,208.95000076293945,49.75,291.0
131,2015-01-12 14:00:00,12,1,14,10,0,3,0,0,5,3,5,0,13,189.64999961853027,181.75,70.75,79.39999961853027
132,2015-01-12 15:00:00,12,1,15,5,4,7,1,0,4,6,4,3,17,291.20000076293945,189.64999961853027,208.95000076293945,49.75
133,2015-01-12 16:00:00,12,1,16,2,3,6,0,0,5,1,1,4,11,186.75,291.20000076293945,181.75,70.75
134,2015-01-12 17:00:00,12,1,17,2,8,4,0,0,4,5,2,3,14,232.0,186.75,189.64999961853027,208.95000076293945
135,2015-01-12 18:00:00,12,1,18,9,3,6,1,0,7,6,3,3,19,306.0,232.0,291.20000076293945,181.75
136,2015-01-12 19:00:00,12,1,19,4,3,4,0,0,4,2,3,2,11,173.5,306.0,186.75,189.64999961853027
137,2015-01-12 20:00:00,12,1,20,3,1,0,0,0,3,1,0,0,4,48.0,173.5,232.0,291.20000076293945
138,2015-01-12 21:00:00,12,1,21,1,0,1,0,0,0,0,0,2,2,30.5,48.0,306.0,186.75
139,2015-01-13 11:00:00,13,1,11,0,2,0,0,0,0,2,0,0,2,33.5,30.5,173.5,232.0
140,2015-01-13 12:00:00,13,1,12,2,6,10,1,0,6,4,3,6,19,346.45000076293945,33.5,48.0,306.0
141,2015-01-13 13:00:00,13,1,13,0,7,4,0,0,4,2,2,3,11,194.5,346.45000076293945,30.5,173.5
142,2015-01-13 14:00:00,13,1,14,1,2,3,0,0,2,0,2,2,6,98.75,194.5,33.5,48.0
143,2015-01-13 15:00:00,13,1,15,8,6,3,0,0,5,3,4,5,17,249.5,98.75,346.45000076293945,30.5
144,2015-01-13 16:00:00,13,1,16,3,6,6,2,0,6,2,7,2,17,304.25,249.5,194.5,33.5
145,2015-01-13 17:00:00,13,1,17,7,3,4,0,0,2,3,6,3,14,228.39999961853027,304.25,98.75,346.45000076293945
146,2015-01-13 18:00:00,13,1,18,3,3,6,0,0,3,4,1,4,12,203.25,228.39999961853027,249.5,194.5
147,2015-01-13 19:00:00,13,1,19,0,8,2,0,0,3,2,4,1,10,170.5,203.25,304.25,98.75
148,2015-01-13 20:00:00,13,1,20,1,1,6,0,0,3,3,1,1,8,151.75,170.5,228.39999961853027,249.5
149,2015-01-13 21:00:00,13,1,21,0,3,1,0,0,1,1,0,2,4,68.75,151.75,203.25,304.25
150,2015-01-14 11:00:00,14,1,11,1,1,5,0,0,1,2,2,2,7,125.75,68.75,170.5,228.39999961853027
151,2015-01-14 12:00:00,14,1,12,10,12,12,0,0,5,5,10,14,34,552.9500007629395,125.75,151.75,203.25
152,2015-01-14 13:00:00,14,1,13,7,3,7,0,0,4,5,7,1,17,279.0,552.9500007629395,68.75,170.5
153,2015-01-14 14:00:00,14,1,14,3,3,3,0,0,3,1,2,3,9,144.25,279.0,125.75,151.75
154,2015-01-14 15:00:00,14,1,15,1,1,0,0,0,1,0,1,0,2,26.75,144.25,552.9500007629395,68.75
155,2015-01-14 16:00:00,14,1,16,2,0,3,0,0,2,2,0,1,5,86.25,26.75,279.0,125.75
156,2015-01-14 17:00:00,14,1,17,5,4,12,1,0,6,8,6,2,22,393.0,86.25,144.25,552.9500007629395
157,2015-01-14 18:00:00,14,1,18,3,8,10,0,0,7,5,8,1,21,356.25,393.0,26.75,279.0
158,2015-01-14 19:00:00,14,1,19,5,1,4,0,0,4,4,1,1,10,154.0,356.25,86.25,144.25
159,2015-01-14 20:00:00,14,1,20,1,4,6,1,0,2,1,4,5,12,220.20000076293945,154.0,393.0,26.75
160,2015-01-14 21:00:00,14,1,21,2,4,3,0,0,1,1,3,4,9,149.75,220.20000076293945,356.25,86.25
161,2015-01-14 22:00:00,14,1,22,0,0,2,0,0,0,1,0,1,2,39.25,149.75,154.0,393.0
162,2015-01-15 11:00:00,15,1,11,1,1,0,0,0,2,0,0,0,2,24.5,39.25,220.20000076293945,356.25
163,2015-01-15 12:00:00,15,1,12,4,7,7,0,0,3,5,6,4,18,298.20000076293945,24.5,149.75,154.0
164,2015-01-15 13:00:00,15,1,13,4,6,3,0,0,3,4,5,1,13,209.75,298.20000076293945,39.25,220.20000076293945
165,2015-01-15 14:00:00,15,1,14,5,8,7,0,0,6,2,7,5,20,324.25,209.75,24.5,149.75
166,2015-01-15 15:00:00,15,1,15,3,2,3,0,0,3,3,1,1,8,122.95000076293945,324.25,298.20000076293945,39.25
167,2015-01-15 16:00:00,15,1,16,10,7,2,1,0,6,5,6,3,20,294.0,122.95000076293945,209.75,24.5
168,2015-01-15 17:00:00,15,1,17,2,3,5,0,0,1,1,5,3,10,170.0,294.0,324.25,298.20000076293945
169,2015-01-15 18:00:00,15,1,18,4,0,9,0,0,5,2,0,6,13,219.1500015258789,170.0,122.95000076293945,209.75
170,2015-01-15 19:00:00,15,1,19,2,0,6,1,0,5,0,4,0,9,166.0,219.1500015258789,294.0,324.25
171,2015-01-15 20:00:00,15,1,20,3,4,1,0,0,1,3,2,2,8,122.75,166.0,170.0,122.95000076293945
172,2015-01-15 21:00:00,15,1,21,0,1,1,0,0,1,1,0,0,2,33.25,122.75,219.1500015258789,294.0
173,2015-01-16 11:00:00,16,1,11,6,2,2,0,0,2,2,3,3,10,146.5,33.25,166.0,170.0
174,2015-01-16 12:00:00,16,1,12,2,5,6,1,0,5,2,3,4,14,238.5,146.5,122.75,219.1500015258789
175,2015-01-16 13:00:00,16,1,13,5,13,9,0,0,10,6,2,9,27,439.0,238.5,33.25,166.0
176,2015-01-16 14:00:00,16,1,14,0,0,3,0,0,0,2,0,1,3,60.0,439.0,146.5,122.75
177,2015-01-16 15:00:00,16,1,15,4,1,5,0,0,3,3,2,2,10,163.5,60.0,238.5,33.25
178,2015-01-16 16:00:00,16,1,16,4,3,4,0,0,2,0,6,3,11,180.25,163.5,439.0,146.5
179,2015-01-16 17:00:00,16,1,17,2,5,6,0,0,5,3,2,3,13,221.45000076293945,180.25,60.0,238.5
180,2015-01-16 18:00:00,16,1,18,5,3,5,1,0,5,3,2,4,14,225.25,221.45000076293945,163.5,439.0
181,2015-01-16 19:00:00,16,1,19,9,6,13,0,0,6,8,5,9,28,465.95000076293945,225.25,180.25,60.0
182,2015-01-16 20:00:00,16,1,20,3,6,3,0,0,1,4,3,4,12,195.25,465.95000076293945,221.45000076293945,163.5
183,2015-01-16 21:00:00,16,1,21,2,5,3,0,0,4,1,3,2,10,165.0,195.25,225.25,180.25
184,2015-01-16 22:00:00,16,1,22,2,1,3,0,0,3,0,0,3,6,93.5,165.0,465.95000076293945,221.45000076293945
185,2015-01-17 11:00:00,17,1,11,0,0,1,0,0,1,0,0,0,1,15.25,93.5,195.25,225.25
186,2015-01-17 12:00:00,17,1,12,8,5,8,0,0,5,6,8,2,21,361.29999923706055,15.25,165.0,465.95000076293945
187,2015-01-17 13:00:00,17,1,13,0,0,1,0,0,0,1,0,0,1,20.75,361.29999923706055,93.5,195.25
188,2015-01-17 14:00:00,17,1,14,4,3,7,0,0,5,2,3,4,14,227.45000076293945,20.75,15.25,165.0
189,2015-01-17 15:00:00,17,1,15,4,1,0,0,0,3,0,2,0,5,61.25,227.45000076293945,361.29999923706055,93.5
190,2015-01-17 16:00:00,17,1,16,2,2,2,0,0,1,5,0,0,6,98.25,61.25,20.75,15.25
191,2015-01-17 17:00:00,17,1,17,7,6,7,1,0,9,6,3,3,21,357.3999996185303,98.25,227.45000076293945,361.29999923706055
192,2015-01-17 18:00:00,17,1,18,1,4,2,0,0,3,1,0,3,7,117.0,357.3999996185303,61.25,20.75
193,2015-01-17 19:00:00,17,1,19,5,5,6,0,0,4,5,5,2,16,261.25,117.0,98.25,227.45000076293945
194,2015-01-17 20:00:00,17,1,20,6,1,1,0,0,3,3,1,1,8,107.25,261.25,357.3999996185303,61.25
195,2015-01-17 21:00:00,17,1,21,3,3,11,0,0,6,8,0,3,17,295.95000076293945,107.25,117.0,98.25
196,2015-01-17 22:00:00,17,1,22,2,1,5,0,0,3,0,5,0,8,141.0,295.95000076293945,261.25,357.3999996185303
197,2015-01-18 11:00:00,18,1,11,0,1,3,0,0,2,2,0,0,4,74.5,141.0,107.25,117.0
198,2015-01-18 12:00:00,18,1,12,3,6,7,0,0,4,3,4,5,16,272.75,74.5,295.95000076293945,261.25
199,2015-01-18 13:00:00,18,1,13,3,2,5,0,0,5,2,3,0,10,163.25,272.75,141.0,107.25
200,2015-01-18 14:00:00,18,1,14,8,5,5,1,0,5,4,5,5,19,296.1500015258789,163.25,74.5,295.95000076293945
201,2015-01-18 15:00:00,18,1,15,2,4,3,0,0,2,3,3,1,9,145.0,296.1500015258789,272.75,141.0
202,2015-01-18 16:00:00,18,1,16,4,5,4,0,0,4,4,2,3,13,202.0,145.0,163.25,74.5
203,2015-01-18 17:00:00,18,1,17,5,5,3,0,0,2,3,6,2,13,205.5,202.0,296.1500015258789,272.75
204,2015-01-18 18:00:00,18,1,18,7,8,8,0,0,7,5,5,6,23,365.0,205.5,145.0,163.25
205,2015-01-18 19:00:00,18,1,19,0,1,3,0,0,1,0,1,2,4,73.0,365.0,202.0,296.1500015258789
206,2015-01-18 20:00:00,18,1,20,2,1,3,0,0,2,2,0,2,6,95.20000076293945,73.0,205.5,145.0
207,2015-01-18 21:00:00,18,1,21,1,2,2,0,0,0,0,3,2,5,84.5,95.20000076293945,365.0,202.0
208,2015-01-19 11:00:00,19,1,11,3,1,7,0,0,2,4,1,4,11,192.70000076293945,84.5,73.0,205.5
209,2015-01-19 12:00:00,19,1,12,12,6,24,1,0,15,9,8,11,43,746.2500019073486,192.70000076293945,95.20000076293945,365.0
210,2015-01-19 13:00:00,19,1,13,2,3,6,0,0,3,4,1,3,11,196.75,746.2500019073486,84.5,73.0
211,2015-01-19 14:00:00,19,1,14,4,2,0,0,0,2,2,0,2,6,82.25,196.75,192.70000076293945,95.20000076293945
212,2015-01-19 15:00:00,19,1,15,0,3,2,0,0,0,2,3,0,5,90.5,82.25,746.2500019073486,84.5
213,2015-01-19 16:00:00,19,1,16,1,3,5,1,0,5,1,2,2,10,172.75,90.5,196.75,192.70000076293945
214,2015-01-19 17:00:00,19,1,17,5,5,6,0,0,7,2,3,4,16,256.5,172.75,82.25,746.2500019073486
215,2015-01-19 18:00:00,19,1,18,8,4,5,1,0,8,6,1,3,18,287.25,256.5,90.5,196.75
216,2015-01-19 19:00:00,19,1,19,3,3,9,0,0,8,2,1,4,15,249.70000076293945,287.25,172.75,82.25
217,2015-01-19 20:00:00,19,1,20,1,0,0,0,0,1,0,0,0,1,11.0,249.70000076293945,256.5,90.5
218,2015-01-19 21:00:00,19,1,21,1,1,2,0,0,1,1,1,1,4,64.75,11.0,287.25,172.75
219,2015-01-19 22:00:00,19,1,22,0,1,1,0,0,0,0,1,1,2,36.75,64.75,249.70000076293945,256.5
220,2015-01-20 11:00:00,20,1,11,4,4,7,1,0,5,0,6,5,16,276.75,36.75,11.0,287.25
221,2015-01-20 12:00:00,20,1,12,12,18,13,0,0,10,8,16,9,43,699.9500007629395,276.75,64.75,249.70000076293945
222,2015-01-20 13:00:00,20,1,13,2,3,2,0,0,4,3,0,0,7,110.75,699.9500007629395,36.75,11.0
